Feature,Importance,Std
Charlson Comorbidity Index,0.01917808219178081,0.010066396203218553
Radio_Dural_tail,0.015068493150684903,0.005125558064073877
Age,0.010958904109589041,0.00929086299058255
Radio_Cystic_necrosis,0.009589041095890405,0.003355465401072806
Symptoms_Motor deficits,0.009589041095890405,0.006984958237798315
Comorbidities_Hypertension,0.009589041095890382,0.01112881973237802
ASA,0.00821917808219177,0.013281314677852957
Comorbidities_Hyperlipidemia,0.0068493150684931555,0.004331887205710091
Symptoms_Visual deficits,0.005479452054794498,0.007987605335404508
Symptoms_Aphasia/dysartria,0.0041095890410959065,0.0033554654010728604
ICA/Syphon involvment,0.0041095890410959065,0.00335546540107286
Radio_Edema,0.004109589041095885,0.009290862990582557
Comorbidities_Cardiorespiratory,0.002739726027397249,0.006984958237798328
Symptoms_Incidental finding,0.0013698630136986356,0.007987605335404553
Symptoms_Hyperprolatinemia,0.0013698630136986356,0.002739726027397271
Comorbidities_Obesity,0.0,0.007503048732947511
Comorbidities_Other Tumors,-2.2204460492503132e-17,0.009686394262829426
Radio_Tumor side,-0.0013698630136986356,0.002739726027397271
Radio_Calcification,-0.002739726027397271,0.0033554654010728604
Symptoms_CN deficits,-0.0027397260273972933,0.009290862990582557
Symptoms_Nausea/Vomit,-0.0041095890410959065,0.006984958237798364
Comorbidities_DM,-0.004109589041095929,0.010251116128147787
Radio_Pre-Op max_axial_diam_mm,-0.005479452054794521,0.007987605335404513
Radio_Ventricle involment,-0.006849315068493178,0.0043318872057101256
Radio_Hyperostosis,-0.006849315068493178,0.0043318872057101256
Optic Canal invasion,-0.006849315068493178,0.0043318872057101256
Symptoms_Headache,-0.008219178082191813,0.011784007215126869
Optic nerve/chiasm compression,-0.008219178082191813,0.0051255580640739125
Radio_Vessel_encasement,-0.012328767123287699,0.005125558064073878
Radio_Tumor Location,-0.015068493150684948,0.005125558064073866
