Feature,Importance,Std
Radio_Vessel_encasement,0.06705653021442488,0.032552876694560175
ICA/Syphon involvment,0.05750487329434693,0.015440731486455897
Pre-Op KPS,0.04751461988304091,0.01846907835520514
Radio_Pre-Op max_axial_diam_mm,0.03684210526315781,0.012545680849146645
Age,0.026656920077972646,0.017407691180353166
Comorbidities_Cardiorespiratory,0.023879142300194833,0.011606218827761548
Comorbidities_DM,0.02266081871345025,0.011449649244123521
Radio_Hyperostosis,0.018908382066276718,0.0056677062744866806
Radio_Ventricle involment,0.01885964912280693,0.008459904239815871
Symptoms_Incidental finding,0.008284600389863473,0.006378246876548303
Radio_Calcification,0.007797270955165625,0.0008440793409204782
Comorbidities_Other Tumors,0.005847953216374257,0.004262391735998062
Symptoms_CN deficits,0.005360623781676388,0.0015791278504892418
Symptoms_Seizure,0.0034600389863546966,0.004227143945848244
Symptoms_Motor deficits,0.0027290448343079143,0.007094619505018304
Symptoms_Hyperprolatinemia,0.0014132553606236887,0.012630578679140178
Sex,0.001267056530214372,0.0009424502731878057
Comorbidities_Hypertension,0.00014619883040927205,0.003378426903009152
Radio_Bone_invasion,-0.0025341130604288552,0.0017270999168293678
Radio_Midline shift entity,-0.0030701754385965784,0.007625732489027447
Radio_Dural_tail,-0.003411306042885065,0.006554535605690037
ASA,-0.0037524366471735513,0.002099479456972506
Symptoms_Cognitive/psychiatrist disorder,-0.007212475633528359,0.01091617933723195
Symptoms_Visual deficits,-0.009015594541910388,0.006143057666337998
Optic Canal invasion,-0.009161793372319727,0.003639016511227002
Radio_Tumor side,-0.0134990253411307,0.008252431524658618
Radio_Edema,-0.01827485380116962,0.008018013284083365
Optic nerve/chiasm compression,-0.020126705653021503,0.004250116200860625
Charlson Comorbidity Index,-0.020760233918128736,0.006386433183591932
Radio_Tumor Location,-0.0312378167641326,0.02387088610901586
